Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","32","Cameroon","5510","Production","195","Cow peas, dry","2016","2016","tonnes","191315","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","397","Cucumbers and gherkins","2016","2016","ha","299972","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","397","Cucumbers and gherkins","2016","2016","hg/ha","9427","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","282773","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","577","Dates","2016","2016","ha","159","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","577","Dates","2016","2016","hg/ha","37191","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","577","Dates","2016","2016","tonnes","592","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","399","Eggplants (aubergines)","2016","2016","ha","354","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","399","Eggplants (aubergines)","2016","2016","hg/ha","64437","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","2278","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","569","Figs","2016","2016","ha","34","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","569","Figs","2016","2016","hg/ha","26788","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","569","Figs","2016","2016","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","62","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","619","Fruit, fresh nes","2016","2016","ha","22565","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","619","Fruit, fresh nes","2016","2016","hg/ha","61861","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","139593","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","541","Fruit, stone nes","2016","2016","ha","1473","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","541","Fruit, stone nes","2016","2016","hg/ha","48078","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","541","Fruit, stone nes","2016","2016","tonnes","7080","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","720","Ginger","2016","2016","ha","8066","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","720","Ginger","2016","2016","hg/ha","98280","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","720","Ginger","2016","2016","tonnes","79273","","Official data"
"QC","Crops","32","Cameroon","5510","Production","507","Grapefruit (inc. pomelos)","2016","2016","tonnes","103","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","242","Groundnuts, with shell","2016","2016","ha","453826","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","242","Groundnuts, with shell","2016","2016","hg/ha","16475","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","242","Groundnuts, with shell","2016","2016","tonnes","747677","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","225","Hazelnuts, with shell","2016","2016","ha","121","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","225","Hazelnuts, with shell","2016","2016","hg/ha","10713","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","225","Hazelnuts, with shell","2016","2016","tonnes","130","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","780","Jute","2016","2016","ha","239","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","780","Jute","2016","2016","hg/ha","4091","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","780","Jute","2016","2016","tonnes","98","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","224","Kola nuts","2016","2016","ha","101792","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","224","Kola nuts","2016","2016","hg/ha","4251","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","224","Kola nuts","2016","2016","tonnes","43274","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5510","Production","407","Leeks, other alliaceous vegetables","2016","2016","tonnes","308","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","56","Maize","2016","2016","ha","1207013","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","56","Maize","2016","2016","hg/ha","17929","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","56","Maize","2016","2016","tonnes","2164003","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","571","Mangoes, mangosteens, guavas","2016","2016","ha","155","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","571","Mangoes, mangosteens, guavas","2016","2016","hg/ha","57296","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","571","Mangoes, mangosteens, guavas","2016","2016","tonnes","887","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2016","2016","ha","5125","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","568","Melons, other (inc.cantaloupes)","2016","2016","hg/ha","93534","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","47937","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","299","Melonseed","2016","2016","ha","116150","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","299","Melonseed","2016","2016","hg/ha","4558","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","299","Melonseed","2016","2016","tonnes","52940","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","79","Millet","2016","2016","ha","71546","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","79","Millet","2016","2016","hg/ha","13980","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","79","Millet","2016","2016","tonnes","100021","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","234","Nuts, nes","2016","2016","ha","13","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","234","Nuts, nes","2016","2016","hg/ha","9894","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","234","Nuts, nes","2016","2016","tonnes","13","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","254","Oil palm fruit","2016","2016","ha","146000","*","Unofficial figure"
"QC","Crops","32","Cameroon","5419","Yield","254","Oil palm fruit","2016","2016","hg/ha","185049","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","254","Oil palm fruit","2016","2016","tonnes","2701709","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5510","Production","339","Oilseeds nes","2016","2016","tonnes","13","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","430","Okra","2016","2016","ha","33377","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","430","Okra","2016","2016","hg/ha","27198","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","430","Okra","2016","2016","tonnes","90780","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","403","Onions, dry","2016","2016","ha","25075","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","403","Onions, dry","2016","2016","hg/ha","121149","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","403","Onions, dry","2016","2016","tonnes","303781","","Official data"
"QC","Crops","32","Cameroon","5510","Production","600","Papayas","2016","2016","tonnes","44","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","534","Peaches and nectarines","2016","2016","ha","164","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","534","Peaches and nectarines","2016","2016","hg/ha","64803","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","534","Peaches and nectarines","2016","2016","tonnes","1064","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","687","Pepper (piper spp.)","2016","2016","ha","278","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","687","Pepper (piper spp.)","2016","2016","hg/ha","3485","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","687","Pepper (piper spp.)","2016","2016","tonnes","97","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","574","Pineapples","2016","2016","ha","9511","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","574","Pineapples","2016","2016","hg/ha","349768","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","574","Pineapples","2016","2016","tonnes","332664","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","489","Plantains and others","2016","2016","ha","346059","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","489","Plantains and others","2016","2016","hg/ha","124687","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","489","Plantains and others","2016","2016","tonnes","4314910","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","536","Plums and sloes","2016","2016","ha","136","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","536","Plums and sloes","2016","2016","hg/ha","45512","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","536","Plums and sloes","2016","2016","tonnes","618","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","116","Potatoes","2016","2016","ha","23794","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","116","Potatoes","2016","2016","hg/ha","158551","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","116","Potatoes","2016","2016","tonnes","377257","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","211","Pulses, nes","2016","2016","ha","2882","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","211","Pulses, nes","2016","2016","hg/ha","11963","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","211","Pulses, nes","2016","2016","tonnes","3447","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","394","Pumpkins, squash and gourds","2016","2016","ha","156589","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","394","Pumpkins, squash and gourds","2016","2016","hg/ha","11872","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","394","Pumpkins, squash and gourds","2016","2016","tonnes","185901","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","27","Rice, paddy","2016","2016","ha","276175","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","13011","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","27","Rice, paddy","2016","2016","tonnes","359320","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","149","Roots and tubers, nes","2016","2016","ha","5370","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","149","Roots and tubers, nes","2016","2016","hg/ha","81952","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","149","Roots and tubers, nes","2016","2016","tonnes","44005","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","836","Rubber, natural","2016","2016","ha","60486","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","836","Rubber, natural","2016","2016","hg/ha","9177","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","836","Rubber, natural","2016","2016","tonnes","55510","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","328","Seed cotton","2016","2016","ha","224000","*","Unofficial figure"
"QC","Crops","32","Cameroon","5419","Yield","328","Seed cotton","2016","2016","hg/ha","11111","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","328","Seed cotton","2016","2016","tonnes","248898","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","289","Sesame seed","2016","2016","ha","52120","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","289","Sesame seed","2016","2016","hg/ha","13128","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","289","Sesame seed","2016","2016","tonnes","68422","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","83","Sorghum","2016","2016","ha","855854","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","83","Sorghum","2016","2016","hg/ha","15646","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","83","Sorghum","2016","2016","tonnes","1339073","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","236","Soybeans","2016","2016","ha","17861","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","236","Soybeans","2016","2016","hg/ha","13750","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","236","Soybeans","2016","2016","tonnes","24558","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","156","Sugar cane","2016","2016","ha","135984","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","156","Sugar cane","2016","2016","hg/ha","94771","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","156","Sugar cane","2016","2016","tonnes","1288732","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","122","Sweet potatoes","2016","2016","ha","71886","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","122","Sweet potatoes","2016","2016","hg/ha","61210","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","122","Sweet potatoes","2016","2016","tonnes","440012","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","136","Taro (cocoyam)","2016","2016","ha","241510","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","136","Taro (cocoyam)","2016","2016","hg/ha","74683","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","136","Taro (cocoyam)","2016","2016","tonnes","1803667","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","667","Tea","2016","2016","ha","2020","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","667","Tea","2016","2016","hg/ha","27526","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","667","Tea","2016","2016","tonnes","5560","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","826","Tobacco, unmanufactured","2016","2016","ha","4614","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","826","Tobacco, unmanufactured","2016","2016","hg/ha","13650","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","6298","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","388","Tomatoes","2016","2016","ha","92626","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","388","Tomatoes","2016","2016","hg/ha","127622","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","388","Tomatoes","2016","2016","tonnes","1182114","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","463","Vegetables, fresh nes","2016","2016","ha","73261","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","463","Vegetables, fresh nes","2016","2016","hg/ha","105831","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","775330","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","567","Watermelons","2016","2016","ha","3182","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","567","Watermelons","2016","2016","hg/ha","231906","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","567","Watermelons","2016","2016","tonnes","73793","","Official data"
"QC","Crops","32","Cameroon","5312","Area harvested","15","Wheat","2016","2016","ha","664","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5419","Yield","15","Wheat","2016","2016","hg/ha","13316","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","15","Wheat","2016","2016","tonnes","885","Im","FAO data based on imputation methodology"
"QC","Crops","32","Cameroon","5312","Area harvested","137","Yams","2016","2016","ha","56365","","Official data"
"QC","Crops","32","Cameroon","5419","Yield","137","Yams","2016","2016","hg/ha","110863","Fc","Calculated data"
"QC","Crops","32","Cameroon","5510","Production","137","Yams","2016","2016","tonnes","624881","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","711","Anise, badian, fennel, coriander","2016","2016","ha","13872","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","711","Anise, badian, fennel, coriander","2016","2016","hg/ha","8995","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","711","Anise, badian, fennel, coriander","2016","2016","tonnes","12478","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","515","Apples","2016","2016","ha","14378","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","515","Apples","2016","2016","hg/ha","248193","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","515","Apples","2016","2016","tonnes","356863","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","526","Apricots","2016","2016","ha","94","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","526","Apricots","2016","2016","hg/ha","69707","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","526","Apricots","2016","2016","tonnes","655","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","367","Asparagus","2016","2016","ha","1691","","Official data"
"QC","Crops","33","Canada","5419","Yield","367","Asparagus","2016","2016","hg/ha","51585","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","367","Asparagus","2016","2016","tonnes","8723","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","44","Barley","2016","2016","ha","2336800","","Official data"
"QC","Crops","33","Canada","5419","Yield","44","Barley","2016","2016","hg/ha","37249","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","44","Barley","2016","2016","tonnes","8704300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","176","Beans, dry","2016","2016","ha","110500","","Official data"
"QC","Crops","33","Canada","5419","Yield","176","Beans, dry","2016","2016","hg/ha","22570","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","176","Beans, dry","2016","2016","tonnes","249400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","414","Beans, green","2016","2016","ha","8778","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","414","Beans, green","2016","2016","hg/ha","61907","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","414","Beans, green","2016","2016","tonnes","54343","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5510","Production","558","Berries nes","2016","2016","tonnes","12453","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","552","Blueberries","2016","2016","ha","54535","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","552","Blueberries","2016","2016","hg/ha","32776","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","552","Blueberries","2016","2016","tonnes","178745","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","181","Broad beans, horse beans, dry","2016","2016","ha","","M","Data not available"
"QC","Crops","33","Canada","5510","Production","181","Broad beans, horse beans, dry","2016","2016","tonnes","","M","Data not available"
"QC","Crops","33","Canada","5312","Area harvested","89","Buckwheat","2016","2016","ha","50","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","89","Buckwheat","2016","2016","hg/ha","10329","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","89","Buckwheat","2016","2016","tonnes","52","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","358","Cabbages and other brassicas","2016","2016","ha","9402","","Official data"
"QC","Crops","33","Canada","5419","Yield","358","Cabbages and other brassicas","2016","2016","hg/ha","263889","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","248108","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","101","Canary seed","2016","2016","ha","101200","","Official data"
"QC","Crops","33","Canada","5419","Yield","101","Canary seed","2016","2016","hg/ha","13765","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","101","Canary seed","2016","2016","tonnes","139300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","426","Carrots and turnips","2016","2016","ha","7791","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","426","Carrots and turnips","2016","2016","hg/ha","454186","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","426","Carrots and turnips","2016","2016","tonnes","353847","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","393","Cauliflowers and broccoli","2016","2016","ha","2140","","Official data"
"QC","Crops","33","Canada","5419","Yield","393","Cauliflowers and broccoli","2016","2016","hg/ha","179453","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","393","Cauliflowers and broccoli","2016","2016","tonnes","38403","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","531","Cherries","2016","2016","ha","1703","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","531","Cherries","2016","2016","hg/ha","91862","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","531","Cherries","2016","2016","tonnes","15648","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","530","Cherries, sour","2016","2016","ha","1001","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","530","Cherries, sour","2016","2016","hg/ha","47271","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","530","Cherries, sour","2016","2016","tonnes","4730","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","191","Chick peas","2016","2016","ha","59800","","Official data"
"QC","Crops","33","Canada","5419","Yield","191","Chick peas","2016","2016","hg/ha","17876","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","191","Chick peas","2016","2016","tonnes","106900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","401","Chillies and peppers, green","2016","2016","ha","1895","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","401","Chillies and peppers, green","2016","2016","hg/ha","280514","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","53144","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","554","Cranberries","2016","2016","ha","7564","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","554","Cranberries","2016","2016","hg/ha","216577","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","554","Cranberries","2016","2016","tonnes","163812","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","397","Cucumbers and gherkins","2016","2016","ha","2596","","Official data"
"QC","Crops","33","Canada","5419","Yield","397","Cucumbers and gherkins","2016","2016","hg/ha","242843","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","63042","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","821","Fibre crops nes","2016","2016","ha","16254","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","821","Fibre crops nes","2016","2016","hg/ha","11968","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","821","Fibre crops nes","2016","2016","tonnes","19452","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","406","Garlic","2016","2016","ha","376","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","406","Garlic","2016","2016","hg/ha","16043","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","406","Garlic","2016","2016","tonnes","604","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","103","Grain, mixed","2016","2016","ha","42800","","Official data"
"QC","Crops","33","Canada","5419","Yield","103","Grain, mixed","2016","2016","hg/ha","27453","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","103","Grain, mixed","2016","2016","tonnes","117500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","560","Grapes","2016","2016","ha","11936","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","560","Grapes","2016","2016","hg/ha","76165","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2016","2016","tonnes","90911","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","677","Hops","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5510","Production","677","Hops","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","592","Kiwi fruit","2016","2016","ha","3","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","592","Kiwi fruit","2016","2016","hg/ha","63017","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","592","Kiwi fruit","2016","2016","tonnes","17","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","407","Leeks, other alliaceous vegetables","2016","2016","ha","301","","Official data"
"QC","Crops","33","Canada","5419","Yield","407","Leeks, other alliaceous vegetables","2016","2016","hg/ha","184718","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","407","Leeks, other alliaceous vegetables","2016","2016","tonnes","5560","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","201","Lentils","2016","2016","ha","2175200","","Official data"
"QC","Crops","33","Canada","5419","Yield","201","Lentils","2016","2016","hg/ha","14867","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","201","Lentils","2016","2016","tonnes","3233800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","372","Lettuce and chicory","2016","2016","ha","3967","","Official data"
"QC","Crops","33","Canada","5419","Yield","372","Lettuce and chicory","2016","2016","hg/ha","261510","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","103741","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","333","Linseed","2016","2016","ha","338000","*","Unofficial figure"
"QC","Crops","33","Canada","5419","Yield","333","Linseed","2016","2016","hg/ha","17130","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","333","Linseed","2016","2016","tonnes","579000","*","Unofficial figure"
"QC","Crops","33","Canada","5312","Area harvested","56","Maize","2016","2016","ha","1317700","","Official data"
"QC","Crops","33","Canada","5419","Yield","56","Maize","2016","2016","hg/ha","93719","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","56","Maize","2016","2016","tonnes","12349400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","446","Maize, green","2016","2016","ha","18733","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","446","Maize, green","2016","2016","hg/ha","107898","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","446","Maize, green","2016","2016","tonnes","202125","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2016","2016","ha","641","Im","FAO data based on imputation methodology"
